word,number neighbors,label words
life,52,lives[MORPHO] chiseled_burnished_refined Interaction_enriches_your Shanda_Interaction_enriches Life[MORPHO] Fayaz_Wani_reports lifestyle[COHYPO] joys_sorrows humdrum_existence earthly_existence
date,52,dates[MORPHO] Ligand_judgment WCDMA_3G_Nokia Dates[MORPHO] Alpesh_B._Patel SBPA_substitution format_Domicile Norwich_Superior_Court visit_www.rsaconference.com rescheduled
finally,52,FINALLY[MORPHO] belatedly eventually[SYN] again fi_nally once then before when soon
job,51,jobs[MORPHO] Job[MORPHO] BrokeAss_Blog_Need work[COHYPO] daunting_Platoni employment[COHYPO] monster.com thankless_job rsum temping
yay,500,yea[COHYPO] uh duh Yay[MORPHO] YAY[MORPHO] lol haha nope yep ah
yea,500,yay[COHYPO] nay[ANTO] Yea[MORPHO] yes[COHYPO] wut aye lol Uhh nay_nay oh
christmas,500,xmas[COHYPO] Xmas[SYN] Christmas[MORPHO] x_mas Chrismas Christ_mas X_mas santa holiday[COHYPO] Chistmas
total,500,"whopping cumulative toal totaled[MORPHO] of### approximately totals[MORPHO] roughly #,### ##.#"
black,500,white[ANTO] Responded_Letterman_How blacks[MORPHO] crypt_inscribed transporting_petrochemicals brown[COHYPO] Shilah_Phillips women_dating_interracially wrote_Newitz blue[COHYPO]
strange,500,weird peculiar bizarre odd surreal disconcerting unusual[SYN] freaky strangest[MORPHO] curious
video,500,videos[MORPHO] Video[MORPHO] Efforting_soundbites video_clips INCLUDES_previously_unreleased videotape[COHYPO] footage[COHYPO] vidoe Watch_TimesCast_daily clips[COHYPO]
sweet,500,sweetness[SYN] sweetest[MORPHO] caramelly syrupy_sweet yummy buttery tooth_achingly fan_Rosangela_Pereira delicious fruity
guess,500,suppose[SYN] think[SYN] yeah maybe probably pioneer_LaLanne anyway know[COHYPO] hey Yeah
sun,500,sunlight[SYN] sun_rays sunshine[SYN] sunrays noonday_sun rays suns_rays dried_tomato_basil sun_shining UV_rays
students,500,student[SYN] undergraduates[HYPO] Students[COHYPO] teachers[COHYPO] classmates[COHYPO] stu_dents middle_schoolers faculty[COHYPO] sudents studens
kind,500,sort[SYN] really type[HYPO] itchy_Sakleh something basically shocked_Leskoven definitely Ben_Hur_proportions confusion_Saljic
father,500,son[COHYPO] uncle[COHYPO] brother[COHYPO] grandfather[COHYPO] dad[HYPO] mother[SYN] nephew[COHYPO] stepfather[COHYPO] eldest_son grandson[COHYPO]
shot,500,shots[COHYPO] shooting[SYN] shoot[SYN] pointblank_range Shot[COHYPO] fired richocheted shoots[COHYPO] Handycam_camcorders_plunged ricocheted
season,500,seasons[MORPHO] sesaon seson seaosn seaon preseason[HYPO] sesason postseason theseason midseason
rock,500,rock_n_roll rockers[COHYPO] punk_emo punk_rock[COHYPO] alt_rock station_WHJY_FM rocks[MORPHO] indie_rock star_Gustavo_Cerati rock'n'roll[SYN]
read,500,reading[MORPHO] reread reads[MORPHO] write Reread handwrite written read_aloud http://www.jpost.com_servlet_Satellite visit_www.sj-r.com/bakke
pretty,500,pretty_darn very awfully quite fairly[SYN] pretty_darned unbelievably really incredibly Pretty[MORPHO]
water,500,potable_water Water[MORPHO] sewage[COHYPO] groundwater Floridan_aquifer surficial_aquifer freshwater[HYPO] potable[COHYPO] wastewater[COHYPO] brackish_groundwater
article,500,op_ed column[COHYPO] articles[MORPHO] op_ed_piece Op_Ed editorial[HYPO] oped writeup aricle essay[COHYPO]
alright,500,okay[SYN] ok allright OK[SYN] yeah say_Hey_feller gooooood Ehh shutup COACH_HERMAN_EDWARDS
crazy,500,mad[SYN] insane weird[COHYPO] bonkers ridiculous stupid[COHYPO] crazier[MORPHO] freaky freaking wacky
lunch,500,lunches[MORPHO] meal[COHYPO] breakfast[COHYPO] Lunch[MORPHO] dinner[COHYPO] Michael_Auberry_vanished catered_lunch lunchtime[COHYPO] buffet_lunch brunch[COHYPO]
lord,500,lords[MORPHO] god Lord[MORPHO] Thou_knowest Lord_Ackner dost_thou lordship thou_knowest Ozai sitteth
children,500,kids[COHYPO] child[SYN] childen parents[COHYPO] chidren toddlers[HYPO] chidlren childrens daughters[COHYPO] Children[COHYPO]
hi,500,hello[SYN] hi_hi Hi[MORPHO] Rahul_Goel_answers aw ya aww jaldi luv deepak
suppose,500,guess[SYN] think[SYN] maybe yeah dunno hey Maybe Okay probably Hmm
good,500,great[COHYPO] bad[ANTO] terrific decent nice excellent fantastic better[MORPHO] solid[COHYPO] lousy
nice,500,good lovely neat fantastic wonderful terrific great awesome nicer[MORPHO] decent[SYN]
boys,500,girls[COHYPO] kids[COHYPO] Boys[COHYPO] boy[SYN] teenagers[COHYPO] schoolboys[HYPO] men[COHYPO] Girls[COHYPO] boysâ_€_™ teenage_girls
boy,500,girl[ANTO] teenager[COHYPO] toddler[COHYPO] teenage_girl man[COHYPO] teen_ager son[SYN] kid[COHYPO] youngster[COHYPO] stepfather[COHYPO]
scared,500,frightened[SYN] afraid terrified[HYPO] fearful petrified worried freaked petrified_Ogborn panicked Scared[COHYPO]
movies,500,films[COHYPO] movie[SYN] flicks[COHYPO] film[SYN] Hollywood_blockbusters Movies[COHYPO] horror_flicks blockbusters[COHYPO] indie_flicks romcoms
son,500,father[COHYPO] nephew[COHYPO] daughter[ANTO] grandson[COHYPO] brother[COHYPO] sons[MORPHO] eldest_son uncle[COHYPO] younger_brother mother[COHYPO]
email,500,e_mail emails[MORPHO] E_mail Email[MORPHO] roycimagala@hotmail.com cclark####nd@netscape.net email_info@unify.com Stephen_Gallien Website_www.citizen_news.org Cathryn_Khalil
married,500,divorced wed[SYN] marry[SYN] remarried happily_married marrying remarry marriage[COHYPO] Married[COHYPO] eloped
pain,500,discomfort[COHYPO] chronic_pain excruciating_pain ache[HYPO] arthritic_pain agony[COHYPO] soreness[HYPO] throbbing_pain dull_ache numbness[COHYPO]
dinner,500,dinners[MORPHO] brunch[COHYPO] Dinner[MORPHO] supper[COHYPO] luncheon[COHYPO] banquet[COHYPO] breakfast[COHYPO] buffet_dinner meal[COHYPO] lunch[COHYPO]
sister,500,daughter[COHYPO] mother[COHYPO] niece[COHYPO] aunt[COHYPO] sisters[MORPHO] twin_sister brother[ANTO] cousin[COHYPO] eldest_daughter granddaughter[COHYPO]
mad,500,crazy[SYN] bonkers stupid pissed insane[SYN] angry scared stark_raving_mad batty jealous
club,500,clubs[MORPHO] league[COHYPO] club.The theclub midlands_club official_website_www.heartsfc.co.uk Club[MORPHO] Alan_Biley PLYMOUTH_Argyle boss_Nigel_Spackman
title,500,championship[SYN] crown[COHYPO] titles[MORPHO] championships[COHYPO] champs[COHYPO] champ[COHYPO] champion[COHYPO] championsip trophy[COHYPO] chamionship
ass,500,butt[SYN] azz shit[COHYPO] asses[MORPHO] dick[COHYPO] hiney dude[COHYPO] d_*_ck nads[COHYPO] **_es
brain,500,brains[MORPHO] frontal_lobe[COHYPO] cerebellum[COHYPO] cerebral_cortex[COHYPO] temporal_lobe[COHYPO] cortex[COHYPO] brainstem[PARTOF] frontal_lobes[COHYPO] neural brain_frontal_lobe
white,500,black[ANTO] blue[COHYPO] brown[COHYPO] colored[COHYPO] wrote_Newitz gray[COHYPO] whites[MORPHO] browns_grays blues_grays grays_browns
beer,500,beers[MORPHO] lager[COHYPO] Beer[MORPHO] drinks[COHYPO] lagers[COHYPO] Yuengling_Lager microbrew Brooklyn_Lager suds[COHYPO] brewed_beer
beach,500,beaches[MORPHO] beachfront[COHYPO] beachside sandy_beach seashore[COHYPO] Beach[MORPHO] Vasden_displayed_kenaf_booms beachgoers shoreline[COHYPO] beach_goers
band,500,bands[MORPHO] punk_band alt_rock_band indie_rock_band rockers[COHYPO] guitarist[COHYPO] drummer[COHYPO] Band[MORPHO] singer_guitarist punk_rock_band
apartment,500,apartment_complex townhouse apartments[MORPHO] bedroom[COHYPO] Apartments[MORPHO] house[COHYPO] duplex[COHYPO] rooming_house[COHYPO] townhome fourplex
anyways,500,anyway[SYN] hey lol anyhow[SYN] cuz haha thats ok yeah wouldnt
anyway,500,anyhow[SYN] anyways[SYN] probably actually fighters_overran_Kibumba guess not hey if so
website,500,Web_site[COHYPO] webpage[COHYPO] Website[MORPHO] homepage[COHYPO] web[COHYPO] websites[MORPHO] webiste www[COHYPO] Web_Site[COHYPO] http://www
stuff,500,Pretty_classless things[COHYPO] crap[HYPO] thing[COHYPO] really shit[HYPO] guys[COHYPO] kinda Indeed_Rakieten something
please,500,Please[MORPHO] DMSP_Information www.nasdaq.com_GlobalSelect beaufortgazette.com see_http://www.fujitsu.com/ www.mitx.org Brownstone_website_www.brownstoneventures.com see_www.merial.com PLEASE[MORPHO] Company_website_www.trinitybiotech.com
government,500,Government[MORPHO] goverment governent governments[MORPHO] govern_ment governmnent governement govenrment governemnt govt
dad,500,Dad[MORPHO] father[COHYPO] grandpa[COHYPO] daddy[SYN] mom[COHYPO] stepdad son[COHYPO] granddad[COHYPO] uncle[COHYPO] brother[COHYPO]
cd,500,CD[MORPHO] cds[MORPHO] dvd[COHYPO] cd_dvd itunes lp[COHYPO] protools flac stores_r_blackballing mp3
blog,500,Blog[MORPHO] blogs[MORPHO] blogger[COHYPO] blogsite Weblog Visit_Sandy_Bauers blogging http://go.philly.com/greenspace Blogger[COHYPO] Twitter[COHYPO]
eventually,50,ultimately Eventually[MORPHO] shortly_thereafter then subsequently soon quickly gradually finally[SYN] initially
moving,49,moved Moving move[SYN] inching[HYPO] shifting moves pushing drifting relocating heading
except,49,Except[MORPHO] excepting[MORPHO] Minagawa_outlived virtually Virtually INCOME_STATEMENT_DATA_Dollars practically else few_scrapes_Kyson Practically
sad,480,saddening Sad[MORPHO] saddened heartbreaking disheartening Meny_Friedman parishioner_Pat_Patello saddens_me distressing[SYN] reminders_bobbing
rather,48,instead[SYN] Rather[MORPHO] merely less simply more Instead than preferring infinitely
card,475,cards[MORPHO] Card[MORPHO] accompanying_GOLD_proxy accompanying_WHITE_proxy prepaid_reloadable debit_card[COHYPO] NACo_prescription_discount Visa_debit_card Metro_SmarTrip Lexar_Professional_###x_SDXC
table,46,tables[MORPHO] ConocoPhillips_BPAmerica Capitalized_Included tray[COHYPO] dining_room[COHYPO] banquette[COHYPO] rapping_cappella sideboard[COHYPO] linen_tablecloth Tables[MORPHO]
bed,459,beds[MORPHO] couch[COHYPO] bassinette sofa[COHYPO] sleep[COHYPO] foldout_couch bunk_bed[HYPO] duvet[COHYPO] sleeping[COHYPO] driver_Gul_Janan
knew,458,thought know[SYN] wanted figured felt liked sanctuary_DellaBianca realized[HYPO] hadn'ta_clue sensed
thinking,452,Thinking[COHYPO] think[HYPO] dreaming[COHYPO] thought[SYN] talking[COHYPO] imagining ##'Yankees Woody_Allen_steamiest_WHAT mindset[COHYPO] Fred_Cederholm
days,45,weeks[COHYPO] months[COHYPO] hours[COHYPO] years[SYN] day[SYN] week[COHYPO] month[COHYPO] minutes[COHYPO] decades[COHYPO] fortnight[COHYPO]
called,45,dubbed[HYPO] termed[HYPO] calling Called[COHYPO] referred denounced described Calling calls derided
den,45,dens[MORPHO] Code_Bitte_übertragen_Sie Michael_Baden_BAH' lair[SYN] Levy_staring_listlessly rumpus_room[COHYPO] lairs[COHYPO] these_hedonistic_dens 1Bdrm_+ hibernating_bear
since,45,Since[MORPHO] Ever #### sincethe since#### been has inception last SINCE[MORPHO]
writing,425,write[SYN] Writing[COHYPO] written penning[SYN] composing[COHYPO] reading[COHYPO] Akkadian_wedge_script writting scribbling wrote
running,41,Running[COHYPO] ran run[SYN] runnning runing rushing[HYPO] Tauni_Vakapuna Warrick_Dunn_TJ_Duckett VJ_Floyd Evin_Groves
feet,406,ft[SYN] foot[SYN] ft. inches[COHYPO] meters[COHYPO] feet_tall ###feet centimeters[COHYPO] 6feet RICHLAND_CHAMBERS_RC
lot,403,lots[MORPHO] plenty[SYN] lotof alot some little[COHYPO] really definitely much[COHYPO] lotta
case,401,cases[MORPHO] habeas_corpus_proceeding Cases[MORPHO] prosecution[COHYPO] acquital Chanins recusal_motion trial[COHYPO] Judge_recuses_himself prosection
history,40,annals[COHYPO] lore[COHYPO] histories[MORPHO] storied darkest_eras history.The History[MORPHO] histroy female_ticketmate prehistory[COHYPO]
gotten,38,got getting get[SYN] gone received[HYPO] lately been gets figured gotton
words,379,phrases[COHYPO] phrase[SYN] Words[COHYPO] word[SYN] adjectives[COHYPO] uttered plate_umpire_Tony_Randozzo expletives[COHYPO] Mayor_Cirilo_Pena Tele_prompter
used,36,utilized using use[SYN] uses intended Used Using misused[HYPO] designed beused
soon,36,quickly Soon[MORPHO] shortly_thereafter eventually shortly[SYN] sometime sooner immediately imminently swiftly
instead,35,rather[SYN] Instead[MORPHO] Rather merely while simply thereby Or mindlessly preferring
chance,35,opportunity[SYN] chances[MORPHO] opporunity oppurtunity hope[COHYPO] opportunty achance oportunity oppportunity oppourtunity
women,345,men[COHYPO] Women[COHYPO] womens[COHYPO] girls[HYPO] females[COHYPO] mothers[COHYPO] ladies[HYPO] husbands[COHYPO] transwomen Men[COHYPO]
young,343,By_Yoon_Ja By_Soh_Ji teenage younger[MORPHO] teenaged impressionable horribly_horribly_deranged youth[SYN] neglected_clearcut Chung_Ah
comments,340,remarks[COHYPO] Comments[COHYPO] remark[SYN] comment[SYN] coments commments ⋅_Oct Women_eNews_welcomes statements[COHYPO] ⋅_Sep
system,33,systems[MORPHO] sytem sys_tem System[MORPHO] mechanism[COHYPO] sysem systen system.The sytems computerized
calls,33,call[SYN] Calls[COHYPO] calling[COHYPO] requests[COHYPO] phone[SYN] called callers[COHYPO] phonecalls voicemail[COHYPO] text_messages
blood,329,Blood[MORPHO] splattering_tombstones urine[COHYPO] Alcohol_Concentration_BAC bloods[MORPHO] blood_platelets[COHYPO] With_darkly_mascaraed plasma_transfusions dazed_Keheley Zapping_nerves_helps
every,32,Every[MORPHO] each EVERY[MORPHO] Each this evey another everybody everyone entire
later,31,after[SYN] before earlier ago shortly_thereafter shortly_afterwards subsequently[SYN] Later eventually next
minutes,308,mintues minute[SYN] seconds[COHYPO] ##minutes hours[COHYPO] hour[SYN] minuets[COHYPO] mintes min_utes minuts
bar,307,Bar[MORPHO] bars[MORPHO] tavern[COHYPO] pub[COHYPO] nightspot[COHYPO] nightclub[COHYPO] Pub[COHYPO] bartender[COHYPO] restaurant[COHYPO] Lounge[COHYPO]
basically,300,essentially[SYN] Basically[MORPHO] totally whole just Essentially kind really kinda literally
lives,29,life[SYN] living[SYN] Miyuki_Kanno lived livelihoods[COHYPO] Permanent_Brachytherapy_Implants families[COHYPO] chanting_Neda Rini_Paiva_spokeswoman existences[COHYPO]
type,29,kind[COHYPO] types[MORPHO] sort[COHYPO] particular[COHYPO] characteristics[COHYPO] vindictiveness_Osborne Type[MORPHO] typical Argus_Observer_furnishes Dave_Chapelle_skit
forgot,285,forgetting forgets forget[SYN] forgotten didn'tI Should_auld_acquaintance didn't conveniently_forgot remember[ANTO] Ooops_sorry
national,28,regional international[ANTO] natonal nation[COHYPO] Maiolo_Swiss_Italian nationwide country[COHYPO] local[ANTO] na_tional nat'l
attention,28,Attention[MORPHO] undivided_attention attentions[MORPHO] atten_tion atttention spotlight[COHYPO] notoriety[COHYPO] acclaim[COHYPO] ire[COHYPO] atention
starting,27,beginning[COHYPO] start[SYN] Starting[COHYPO] started starts[COHYPO] begin[SYN] going[COHYPO] begins word_TIPSUD coming[COHYPO]
seen,26,witnessed shown noticed[COHYPO] saw viewed see[SYN] seeing glimpsed[HYPO] Seen[COHYPO] watched
late,26,early[ANTO] mid Late[MORPHO] After_inventing_microarray primetime_daytime CMEA_invests Early sometime after last
grade,257,grades[MORPHO] eighth_grade graders[COHYPO] eighth_graders grader[COHYPO] twelfth_grade 8th_graders Grade[MORPHO] sixth_graders eigth_graders
meeting,254,meetings[COHYPO] meeeting Meeting[COHYPO] meeing Meetings[COHYPO] worksession roundtable[COHYPO] briefing[COHYPO] conference[HYPO] forum[HYPO]
said,252,says explained siad noted[HYPO] stressed told[COHYPO] added adding remarked[HYPO] acknowledged
simply,252,merely[SYN] either anyway actually not rather instead essentially necessarily plainly[SYN]
written,250,penned[COHYPO] writing write[SYN] wrote[COHYPO] Written[COHYPO] writen read authored[HYPO] rewritten handwritten
voice,248,voices[MORPHO] noticeably_hoarse Voice[MORPHO] raspy_whisper thin_reedy Streisand_fretted genial_manner sounded_tinny quavered mellow_baritone
birthday,244,##st_birthday birthdays[MORPHO] Birthday[MORPHO] wedding_anniversary[COHYPO] birthday_bash birthday_celebrations brithday b'day bday anniversary[COHYPO]
space,238,spaces[MORPHO] music_concept_ShockHound Shuttle_docks Space[MORPHO] Soviet_Union_Yuri_Gagarin Shuttle_Discovery_blasts Shuttle_Discovery_docks Shuttle_Endeavour_undocks Shuttle_Discovery_arrives Shuttle_undocks
outside,23,inside[ANTO] Outside[MORPHO] where ouside outisde front[COHYPO] in[COHYPO] nearby near oustide
everyone,228,everybody Everyone[MORPHO] Everybody nobody anyone everything anybody everbody eveyone EVERYONE[MORPHO]
earth,225,Earth[MORPHO] planet meek_inheriting earths[MORPHO] cosmos mankind mega_vertebrate shepherded_Tolkien_Middle ERDAS_creates Martian_surface
window,224,windows[MORPHO] door[COHYPO] window_pane[COHYPO] doorway[COHYPO] windshield[COHYPO] sliding_glass glass_pane doors[COHYPO] skylight[HYPO] shootdown_presumably
share,224,Share[MORPHO] ashare worth_###.###mln_rub shares[MORPHO] pershare cents[COHYPO] sahre Including_discontinued_operations worth_##.###bn_rub #.##_perdiluted
mind,22,minds[MORPHO] concentration_Petruzziello em_comin thinking[COHYPO] eyes[COHYPO] Simple_Keb_Mo subconscious_mind[HYPO] mindset[COHYPO] Boggles stage_Yusafzai
night,219,evening[PARTOF] afternoon[COHYPO] nights[MORPHO] Saturday[COHYPO] morning[COHYPO] tonight[COHYPO] Sunday[COHYPO] weekend[COHYPO] Friday[COHYPO] wee_hours
talked,215,spoke talking talk[SYN] chatted[HYPO] spoken[COHYPO] discussed[COHYPO] inquired[COHYPO] Talked[COHYPO] reminisced discussing[COHYPO]
bad,211,good[ANTO] terrible[SYN] horrible[SYN] Bad[MORPHO] lousy crummy horrid awful dreadful horrendous
touch,20,touches[MORPHO] Wesley_Matthews_regaining HP_TouchSmart_###t_redefines Sculptor_Susan_Bahary MicroTouch_brand bargepole touching[MORPHO] Gerald_Cardinale_Goldman_Sachs womenintechnology_recruitment_services sensitive_optical_trackpad
form,2,forms[MORPHO] shape[SYN]
better,199,stronger quicker smarter worse[ANTO] good[SYN] happier nicer easier harder faster
away,19,out[SYN] off[SYN] apart down back into awayfrom aways in. up
ran,184,went raced[COHYPO] sprinted[HYPO] drove running walked[COHYPO] sped[COHYPO] scampered[HYPO] darted[COHYPO] rode[COHYPO]
entire,18,whole[COHYPO] rest[COHYPO] ENTIRE[MORPHO] Entire[MORPHO] every the throughout Smoking_bathes every_facet entirety[COHYPO]
currently,18,presently[SYN] Currently[MORPHO] Presently curently now currenty currrently still already currenly
possible,18,humanly_possible practicable potential[SYN] feasible possibly Possible[MORPHO] possibile necessary[COHYPO] possibility[COHYPO] probable[COHYPO]
heart,179,hearts[MORPHO] Heart[MORPHO] heartbeat[COHYPO] congestive_heart_failure[COHYPO] cardiac myocardial_infraction coronary_artery_clots lion_Frese empowers_CSPs coronary[COHYPO]
service,169,services[MORPHO] ser_vice sevice servce serivce service.The Service[MORPHO] sevices servies servic
absolutely,165,Absolutely[MORPHO] utterly[SYN] totally absolutley quite_frankly frankly absoutely truly absolutly really
social,160,Social[MORPHO] societal[SYN] Carmeta_Albarus_Lindo socio media_optimization_SMO cultural fetid_stench_overwhelms social_networking owns_http://www.mywallst.net_financial socio_economic
turns,159,turn[SYN] morphs turned turning[SYN] disappears pulls[COHYPO] transforms goes[COHYPO] Turns[COHYPO] carves
green,155,wearin_o greener[MORPHO] workers_differently_Corenthal QEII_TJ_Marta red[COHYPO] Leyritz_Ford_Expedition greening[MORPHO] Pentwater_Civic Kimmie_Mi_Hyun_Kim eco_friendly
listening,154,listen[SYN] Listening[COHYPO] listened freqs fans_scream_BRUUUCE WALTHAM_Mass._Doc_Rivers listens hear[SYN] Sleigh_bells_ring saying_Stamness
age,154,aged[MORPHO] ages[MORPHO] Routine_Paps_should age## older younger yearsold BPH_afflicts_approximately Duipmans delaying_childbearing
heard,151,hear[SYN] listened[COHYPO] hears[COHYPO] heared[COHYPO] twisted_insensible_things spoken uttered Chiddy_Bang_maybe overheard[HYPO] sounded
nothing,151,anything Nothing[MORPHO] something everything nobody[COHYPO] no[COHYPO] anybody NOTHING[MORPHO] never certainly
anyone,149,anybody someone Anybody nobody everyone anything Anyone[MORPHO] Nobody somebody ANYONE[MORPHO]
president,146,President[MORPHO] chairman[SYN] vice_president[COHYPO] chief_executive[COHYPO] CEO[COHYPO] pesident Vice_President[COHYPO] executive[COHYPO] prez Presdient
reality,143,Reality[MORPHO] realities[MORPHO] Emblematic_examples Jaap_Amesz_Dutch Germany_Dieter_Wiefelspuetz raj_.........._i saucier_Miracle_Jones Pennsylvania_prophetic_rodent Wife_Swap_Larimer Octo_mum
final,142,Final[MORPHO] penultimate[COHYPO] fi_nal second[COHYPO] first[COHYPO] fourth[COHYPO] finals[MORPHO] thefinal semi_final third[COHYPO]
seriously,14,serious lightly dim_view utmost_seriousness seri_ously gravely[SYN] serioulsy seriousness badly[SYN] critically
knowing,139,Knowing[COHYPO] know[HYPO] knew believing[COHYPO] realizing having feel[HYPO] feeling[COHYPO] imagine guess[COHYPO]
